D:\learningLibrary\Good\59.bmp 1 0 0 232 252
D:\learningLibrary\Good\60.bmp 1 0 0 272 278
D:\learningLibrary\Good\61.bmp 1 0 0 216 247
D:\learningLibrary\Good\62.bmp 1 0 0 261 258
D:\learningLibrary\Good\63.bmp 1 0 0 223 254
D:\learningLibrary\Good\64.bmp 1 0 0 276 252
D:\learningLibrary\Good\65.bmp 1 0 0 269 311
D:\learningLibrary\Good\66.bmp 1 0 0 301 259
D:\learningLibrary\Good\67.bmp 1 0 0 271 277
D:\learningLibrary\Good\68.bmp 1 0 0 279 277
D:\learningLibrary\Good\69.bmp 1 0 0 245 286
D:\learningLibrary\Good\70.bmp 1 0 0 269 277
D:\learningLibrary\Good\71.bmp 1 0 0 283 214
D:\learningLibrary\Good\72.bmp 1 0 0 265 223
D:\learningLibrary\Good\73.bmp 1 0 0 270 255
D:\learningLibrary\Good\74.bmp 1 0 0 240 185
D:\learningLibrary\Good\75.bmp 1 0 0 284 224
D:\learningLibrary\Good\76.bmp 1 0 0 220 207
D:\learningLibrary\Good\77.bmp 1 0 0 206 221
D:\learningLibrary\Good\78.bmp 1 0 0 280 251
D:\learningLibrary\Good\79.bmp 1 0 0 286 287 
D:\learningLibrary\Good\80.bmp 1 0 0 245 225
D:\learningLibrary\Good\81.bmp 1 0 0 232 218
D:\learningLibrary\Good\82.bmp 1 0 0 198 185
D:\learningLibrary\Good\83.bmp 1 0 0 190 193
D:\learningLibrary\Good\84.bmp 1 0 0 238 231
D:\learningLibrary\Good\85.bmp 1 0 0 182 192
D:\learningLibrary\Good\86.bmp 1 0 0 159 189
D:\learningLibrary\Good\87.bmp 1 0 0 171 207
D:\learningLibrary\Good\88.bmp 1 0 0 272 275
D:\learningLibrary\Good\89.bmp 1 0 0 210 222
D:\learningLibrary\Good\90.bmp 1 0 0 249 252
D:\learningLibrary\Good\91.bmp 1 0 0 232 225
D:\learningLibrary\Good\92.bmp 1 0 0 174 157
D:\learningLibrary\Good\93.bmp 1 0 0 135 190
D:\learningLibrary\Good\94.bmp 1 0 0 137 116
D:\learningLibrary\Good\95.bmp 1 0 0 174 141
D:\learningLibrary\Good\96.bmp 1 0 0 156 147
D:\learningLibrary\Good\97.bmp 1 0 0 175 175
D:\learningLibrary\Good\98.bmp 1 0 0 186 427
D:\learningLibrary\Good\99.bmp 1 0 0 269 416
D:\learningLibrary\Good\100.bmp 1 0 0 294 373
D:\learningLibrary\Good\101.bmp 1 0 0 281 232
D:\learningLibrary\Good\102.bmp 1 0 0 399 308
D:\learningLibrary\Good\103.bmp 1 0 0 387 294
D:\learningLibrary\Good\104.bmp 1 0 0 353 282
D:\learningLibrary\Good\105.bmp 1 0 0 322 347
D:\learningLibrary\Good\106.bmp 1 0 0 271 372
D:\learningLibrary\Good\107.bmp 1 0 0 370 279
D:\learningLibrary\Good\108.bmp 1 0 0 347 299
D:\learningLibrary\Good\109.bmp 1 0 0 309 265
D:\learningLibrary\Good\110.bmp 1 0 0 316 323
D:\learningLibrary\Good\111.bmp 1 0 0 360 286
D:\learningLibrary\Good\112.bmp 1 0 0 283 261
D:\learningLibrary\Good\113.bmp 1 0 0 248 212
D:\learningLibrary\Good\114.bmp 1 0 0 291 352
D:\learningLibrary\Good\115.bmp 1 0 0 289 311
D:\learningLibrary\Good\116.bmp 1 0 0 278 319
D:\learningLibrary\Good\117.bmp 1 0 0 294 303
D:\learningLibrary\Good\118.bmp 1 0 0 347 274
D:\learningLibrary\Good\119.bmp 1 0 0 427 423
D:\learningLibrary\Good\120.bmp 1 0 0 509 428
D:\learningLibrary\Good\121.bmp 1 0 0 275 207
D:\learningLibrary\Good\122.bmp 1 0 0 315 306
D:\learningLibrary\Good\123.bmp 1 0 0 413 417
D:\learningLibrary\Good\124.bmp 1 0 0 164 134
D:\learningLibrary\Good\125.bmp 1 0 0 356  305
D:\learningLibrary\Good\126.bmp 1 0 0 364 321
D:\learningLibrary\Good\127.bmp 1 0 0 300 233
D:\learningLibrary\Good\128.bmp 1 0 0 364 273
D:\learningLibrary\Good\129.bmp 1 0 0 201 213
D:\learningLibrary\Good\130.bmp 1 0 0 406 381
D:\learningLibrary\Good\131.bmp 1 0 0 407 460
D:\learningLibrary\Good\132.bmp 1 0 0 331 277
D:\learningLibrary\Good\133.bmp 1 0 0 206 169
D:\learningLibrary\Good\134.bmp 1 0 0 232 191
D:\learningLibrary\Good\135.bmp 1 0 0 182 167
D:\learningLibrary\Good\136.bmp 1 0 0 318 328
D:\learningLibrary\Good\137.bmp 1 0 0 136 138
D:\learningLibrary\Good\138.bmp 1 0 0 182 163
D:\learningLibrary\Good\139.bmp 1 0 0 184 237
D:\learningLibrary\Good\140.bmp 1 0 0 449 296
D:\learningLibrary\Good\141.bmp 1 0 0 160 151
D:\learningLibrary\Good\142.bmp 1 0 0 216 190
D:\learningLibrary\Good\143.bmp 1 0 0 203 149
D:\learningLibrary\Good\144.bmp 1 0 0 219 178
D:\learningLibrary\Good\145.bmp 1 0 0 271 199
D:\learningLibrary\Good\146.bmp 1 0 0 197 167
D:\learningLibrary\Good\147.bmp 1 0 0 274 229
D:\learningLibrary\Good\148.bmp 1 0 0 290 221
D:\learningLibrary\Good\149.bmp 1 0 0 155 237
D:\learningLibrary\Good\150.bmp 1 0 0 172 222
D:\learningLibrary\Good\151.bmp 1 0 0 145 184
D:\learningLibrary\Good\152.bmp 1 0 0 240 281
D:\learningLibrary\Good\153.bmp 1 0 0 165 160
D:\learningLibrary\Good\154.bmp 1 0 0 244 226
D:\learningLibrary\Good\155.bmp 1 0 0 228 225
D:\learningLibrary\Good\156.bmp 1 0 0 321 308
D:\learningLibrary\Good\157.bmp 1 0 0 217 164
D:\learningLibrary\Good\158.bmp 1 0 0 161 161
D:\learningLibrary\Good\159.bmp 1 0 0 239 239
D:\learningLibrary\Good\160.bmp 1 0 0 201 212
D:\learningLibrary\Good\161.bmp 1 0 0 269 250
D:\learningLibrary\Good\162.bmp 1 0 0 270 250
D:\learningLibrary\Good\163.bmp 1 0 0 271 341
D:\learningLibrary\Good\164.bmp 1 0 0 203 201
D:\learningLibrary\Good\165.bmp 1 0 0 183 189
D:\learningLibrary\Good\166.bmp 1 0 0 154 149
D:\learningLibrary\Good\167.bmp 1 0 0 186 197
D:\learningLibrary\Good\168.bmp 1 0 0 191 154
D:\learningLibrary\Good\169.bmp 1 0 0 180 180
D:\learningLibrary\Good\170.bmp 1 0 0 163 187
D:\learningLibrary\Good\171.bmp 1 0 0 183 193
D:\learningLibrary\Good\172.bmp 1 0 0 184 180
D:\learningLibrary\Good\173.bmp 1 0 0 175 184
D:\learningLibrary\Good\174.bmp 1 0 0 372 335
D:\learningLibrary\Good\175.bmp 1 0 0 233 255
D:\learningLibrary\Good\176.bmp 1 0 0 225 226
D:\learningLibrary\Good\177.bmp 1 0 0 350 345
D:\learningLibrary\Good\178.bmp 1 0 0 263 274
D:\learningLibrary\Good\179.bmp 1 0 0 231 184
D:\learningLibrary\Good\180.bmp 1 0 0 308 302
D:\learningLibrary\Good\181.bmp 1 0 0 224 211
D:\learningLibrary\Good\182.bmp 1 0 0 221 244
D:\learningLibrary\Good\183.bmp 1 0 0 247 254
D:\learningLibrary\Good\184.bmp 1 0 0 247 277
D:\learningLibrary\Good\185.bmp 1 0 0 244 259
D:\learningLibrary\Good\186.bmp 1 0 0 238 248
D:\learningLibrary\Good\187.bmp 1 0 0 257 254
D:\learningLibrary\Good\188.bmp 1 0 0 247 198
D:\learningLibrary\Good\189.bmp 1 0 0 280 244
D:\learningLibrary\Good\190.bmp 1 0 0 209 179
D:\learningLibrary\Good\191.bmp 1 0 0 177 203
D:\learningLibrary\Good\192.bmp 1 0 0 189 202
D:\learningLibrary\Good\193.bmp 1 0 0 230 229
D:\learningLibrary\Good\194.bmp 1 0 0 227 236
D:\learningLibrary\Good\195.bmp 1 0 0 222 213
D:\learningLibrary\Good\196.bmp 1 0 0 375 352
D:\learningLibrary\Good\197.bmp 1 0 0 189 216
D:\learningLibrary\Good\198.bmp 1 0 0 182 192
D:\learningLibrary\Good\199.bmp 1 0 0 155 153
D:\learningLibrary\Good\200.bmp 1 0 0 247 267
D:\learningLibrary\Good\201.bmp 1 0 0 336 315
D:\learningLibrary\Good\202.bmp 1 0 0 202 184
D:\learningLibrary\Good\203.bmp 1 0 0 199 181
D:\learningLibrary\Good\204.bmp 1 0 0 174 184
D:\learningLibrary\Good\205.bmp 1 0 0 219 199
D:\learningLibrary\Good\206.bmp 1 0 0 187 212
D:\learningLibrary\Good\207.bmp 1 0 0 241 232
D:\learningLibrary\Good\208.bmp 1 0 0 196 199
D:\learningLibrary\Good\209.bmp 1 0 0 182 224
D:\learningLibrary\Good\210.bmp 1 0 0 223 233
D:\learningLibrary\Good\211.bmp 1 0 0 204 180
D:\learningLibrary\Good\212.bmp 1 0 0 444 393
D:\learningLibrary\Good\213.bmp 1 0 0 244 257
D:\learningLibrary\Good\214.bmp 1 0 0 272 291
D:\learningLibrary\Good\215.bmp 1 0 0 275 304
D:\learningLibrary\Good\216.bmp 1 0 0 235 270
D:\learningLibrary\Good\217.bmp 1 0 0 193 219
D:\learningLibrary\Good\218.bmp 1 0 0 255 241
D:\learningLibrary\Good\219.bmp 1 0 0 273 253
D:\learningLibrary\Good\220.bmp 1 0 0 327 390
D:\learningLibrary\Good\221.bmp 1 0 0 254 269
D:\learningLibrary\Good\222.bmp 1 0 0 225 235
D:\learningLibrary\Good\223.bmp 1 0 0 331 265
D:\learningLibrary\Good\224.bmp 1 0 0 242 224
D:\learningLibrary\Good\225.bmp 1 0 0 260 177
D:\learningLibrary\Good\226.bmp 1 0 0 212 235
D:\learningLibrary\Good\227.bmp 1 0 0 247 262
D:\learningLibrary\Good\228.bmp 1 0 0 218 232
D:\learningLibrary\Good\229.bmp 1 0 0 192 221
D:\learningLibrary\Good\230.bmp 1 0 0 194 174
D:\learningLibrary\Good\231.bmp 1 0 0 210 236
D:\learningLibrary\Good\232.bmp 1 0 0 202 181
D:\learningLibrary\Good\233.bmp 1 0 0 167 179
D:\learningLibrary\Good\234.bmp 1 0 0 178 188
D:\learningLibrary\Good\235.bmp 1 0 0 269 229
D:\learningLibrary\Good\236.bmp 1 0 0 145 159
D:\learningLibrary\Good\237.bmp 1 0 0 218 257
D:\learningLibrary\Good\238.bmp 1 0 0 233 221
D:\learningLibrary\Good\239.bmp 1 0 0 303 258
D:\learningLibrary\Good\240.bmp 1 0 0 250 240
D:\learningLibrary\Good\241.bmp 1 0 0 186 198
D:\learningLibrary\Good\242.bmp 1 0 0 188 193
D:\learningLibrary\Good\243.bmp 1 0 0 195 195
D:\learningLibrary\Good\244.bmp 1 0 0 225 216
D:\learningLibrary\Good\245.bmp 1 0 0 265 249
D:\learningLibrary\Good\246.bmp 1 0 0 280 257
D:\learningLibrary\Good\247.bmp 1 0 0 290 253
D:\learningLibrary\Good\248.bmp 1 0 0 261 236
D:\learningLibrary\Good\249.bmp 1 0 0 228 217
D:\learningLibrary\Good\250.bmp 1 0 0 224 182
D:\learningLibrary\Good\251.bmp 1 0 0 224 186
D:\learningLibrary\Good\252.bmp 1 0 0 232 208
D:\learningLibrary\Good\253.bmp 1 0 0 223 179
D:\learningLibrary\Good\254.bmp 1 0 0 272 217
D:\learningLibrary\Good\255.bmp 1 0 0 218 175
D:\learningLibrary\Good\256.bmp 1 0 0 285 226
D:\learningLibrary\Good\257.bmp 1 0 0 307 272
D:\learningLibrary\Good\258.bmp 1 0 0 254 201
D:\learningLibrary\Good\259.bmp 1 0 0 257 196
D:\learningLibrary\Good\260.bmp 1 0 0 257 216
D:\learningLibrary\Good\261.bmp 1 0 0 258 227
D:\learningLibrary\Good\262.bmp 1 0 0 280 245
D:\learningLibrary\Good\263.bmp 1 0 0 249 238
D:\learningLibrary\Good\264.bmp 1 0 0 281 232
D:\learningLibrary\Good\265.bmp 1 0 0 515 508
D:\learningLibrary\Good\266.bmp 1 0 0 247 306
D:\learningLibrary\Good\267.bmp 1 0 0 295 365
D:\learningLibrary\Good\268.bmp 1 0 0 260 232
D:\learningLibrary\Good\269.bmp 1 0 0 329 359
D:\learningLibrary\Good\270.bmp 1 0 0 294 225
D:\learningLibrary\Good\271.bmp 1 0 0 298 236
D:\learningLibrary\Good\272.bmp 1 0 0 263 220
D:\learningLibrary\Good\273.bmp 1 0 0 445 356
D:\learningLibrary\Good\274.bmp 1 0 0 408 387
D:\learningLibrary\Good\275.bmp 1 0 0 200 147
D:\learningLibrary\Good\276.bmp 1 0 0 292 302
D:\learningLibrary\Good\277.bmp 1 0 0 175 210
D:\learningLibrary\Good\278.bmp 1 0 0 217 240
D:\learningLibrary\Good\279.bmp 1 0 0 219 183
D:\learningLibrary\Good\280.bmp 1 0 0 237 281
D:\learningLibrary\Good\281.bmp 1 0 0 267 305
D:\learningLibrary\Good\282.bmp 1 0 0 309 287
D:\learningLibrary\Good\283.bmp 1 0 0 299 283
D:\learningLibrary\Good\284.bmp 1 0 0 319 281
D:\learningLibrary\Good\285.bmp 1 0 0 322 324
D:\learningLibrary\Good\286.bmp 1 0 0 209 234
D:\learningLibrary\Good\287.bmp 1 0 0 138 177
D:\learningLibrary\Good\288.bmp 1 0 0 163 181
D:\learningLibrary\Good\289.bmp 1 0 0 253 303
D:\learningLibrary\Good\290.bmp 1 0 0 241 232
D:\learningLibrary\Good\291.bmp 1 0 0 304 309
D:\learningLibrary\Good\292.bmp 1 0 0 433 331
D:\learningLibrary\Good\293.bmp 1 0 0 248   291
D:\learningLibrary\Good\294.bmp 1 0 0 240 301
D:\learningLibrary\Good\295.bmp 1 0 0 364 370
D:\learningLibrary\Good\296.bmp 1 0 0 314 248
D:\learningLibrary\Good\297.bmp 1 0 0 248 213
D:\learningLibrary\Good\298.bmp 1 0 0 220 483
D:\learningLibrary\Good\299.bmp 1 0 0 232 187
D:\learningLibrary\Good\300.bmp 1 0 0 244 211
D:\learningLibrary\Good\301.bmp 1 0 0 265 259
D:\learningLibrary\Good\302.bmp 1 0 0 225 215
D:\learningLibrary\Good\303.bmp 1 0 0 214 161
D:\learningLibrary\Good\304.bmp 1 0 0 193 168
D:\learningLibrary\Good\305.bmp 1 0 0 171 128
D:\learningLibrary\Good\306.bmp 1 0 0 217 166
D:\learningLibrary\Good\307.bmp 1 0 0 205 177
D:\learningLibrary\Good\308.bmp 1 0 0 195 166
D:\learningLibrary\Good\309.bmp 1 0 0 327 287
D:\learningLibrary\Good\310.bmp 1 0 0 446 294
D:\learningLibrary\Good\311.bmp 1 0 0 384 381
D:\learningLibrary\Good\312.bmp 1 0 0 294 270
D:\learningLibrary\Good\313.bmp 1 0 0 153 165
D:\learningLibrary\Good\314.bmp 1 0 0 280 307
D:\learningLibrary\Good\315.bmp 1 0 0 259 275
D:\learningLibrary\Good\316.bmp 1 0 0 278 298
D:\learningLibrary\Good\317.bmp 1 0 0 279 190
D:\learningLibrary\Good\318.bmp 1 0 0 245 202
D:\learningLibrary\Good\319.bmp 1 0 0 243 237
D:\learningLibrary\Good\320.bmp 1 0 0 191 236
D:\learningLibrary\Good\321.bmp 1 0 0 195 193
D:\learningLibrary\Good\322.bmp 1 0 0 208 197
D:\learningLibrary\Good\323.bmp 1 0 0 260 243
D:\learningLibrary\Good\324.bmp 1 0 0 166 169
D:\learningLibrary\Good\325.bmp 1 0 0 125 151
D:\learningLibrary\Good\326.bmp 1 0 0 177 194
D:\learningLibrary\Good\327.bmp 1 0 0 143 163
D:\learningLibrary\Good\328.bmp 1 0 0 164 157
D:\learningLibrary\Good\329.bmp 1 0 0 128 118
D:\learningLibrary\Good\330.bmp 1 0 0 152 143
D:\learningLibrary\Good\331.bmp 1 0 0 187 169
D:\learningLibrary\Good\332.bmp 1 0 0 186 198
D:\learningLibrary\Good\333.bmp 1 0 0 213 171
D:\learningLibrary\Good\334.bmp 1 0 0 229 214
D:\learningLibrary\Good\335.bmp 1 0 0 247 236
D:\learningLibrary\Good\336.bmp 1 0 0 270 200
D:\learningLibrary\Good\337.bmp 1 0 0 245 199
D:\learningLibrary\Good\338.bmp 1 0 0 305 232
D:\learningLibrary\Good\339.bmp 1 0 0 208 210
D:\learningLibrary\Good\340.bmp 1 0 0 208 198
D:\learningLibrary\Good\341.bmp 1 0 0 202 203
D:\learningLibrary\Good\342.bmp 1 0 0 162 163
D:\learningLibrary\Good\343.bmp 1 0 0 213 165
D:\learningLibrary\Good\344.bmp 1 0 0 224 201
D:\learningLibrary\Good\345.bmp 1 0 0 264 235
D:\learningLibrary\Good\346.bmp 1 0 0 219 236
D:\learningLibrary\Good\347.bmp 1 0 0 272 249
D:\learningLibrary\Good\348.bmp 1 0 0 252 242
D:\learningLibrary\Good\349.bmp 1 0 0 302 264
D:\learningLibrary\Good\350.bmp 1 0 0 240 232
D:\learningLibrary\Good\351.bmp 1 0 0 310 234
D:\learningLibrary\Good\352.bmp 1 0 0 267 265
D:\learningLibrary\Good\353.bmp 1 0 0 260 235
D:\learningLibrary\Good\354.bmp 1 0 0 181 149
D:\learningLibrary\Good\355.bmp 1 0 0 271 237
D:\learningLibrary\Good\356.bmp 1 0 0 160 146
D:\learningLibrary\Good\357.bmp 1 0 0 263 232
D:\learningLibrary\Good\358.bmp 1 0 0 215 197
D:\learningLibrary\Good\359.bmp 1 0 0 154 141
D:\learningLibrary\Good\360.bmp 1 0 0 152 142
D:\learningLibrary\Good\361.bmp 1 0 0 171 141
D:\learningLibrary\Good\362.bmp 1 0 0 266 259
D:\learningLibrary\Good\363.bmp 1 0 0 164 146
D:\learningLibrary\Good\364.bmp 1 0 0 271 251
D:\learningLibrary\Good\365.bmp 1 0 0 188 155
D:\learningLibrary\Good\366.bmp 1 0 0 144 146
D:\learningLibrary\Good\367.bmp 1 0 0 179 153
D:\learningLibrary\Good\368.bmp 1 0 0 235 251
D:\learningLibrary\Good\369.bmp 1 0 0 179 145
D:\learningLibrary\Good\370.bmp 1 0 0 108 141
D:\learningLibrary\Good\371.bmp 1 0 0 172 134
D:\learningLibrary\Good\372.bmp 1 0 0 173 142
D:\learningLibrary\Good\373.bmp 1 0 0 172 128
D:\learningLibrary\Good\374.bmp 1 0 0 327 255
D:\learningLibrary\Good\375.bmp 1 0 0 292 246
D:\learningLibrary\Good\376.bmp 1 0 0 268 256
D:\learningLibrary\Good\377.bmp 1 0 0 281 255
D:\learningLibrary\Good\378.bmp 1 0 0 278 261
D:\learningLibrary\Good\379.bmp 1 0 0 289 250
D:\learningLibrary\Good\380.bmp 1 0 0 310 260
D:\learningLibrary\Good\381.bmp 1 0 0 303 254
D:\learningLibrary\Good\382.bmp 1 0 0 178 149
D:\learningLibrary\Good\383.bmp 1 0 0 156 148
D:\learningLibrary\Good\384.bmp 1 0 0 169 130
D:\learningLibrary\Good\385.bmp 1 0 0 156 127
D:\learningLibrary\Good\386.bmp 1 0 0 172 148
D:\learningLibrary\Good\387.bmp 1 0 0 186 141
D:\learningLibrary\Good\388.bmp 1 0 0 198 139
D:\learningLibrary\Good\389.bmp 1 0 0 142 157
D:\learningLibrary\Good\390.bmp 1 0 0 219 226
D:\learningLibrary\Good\391.bmp 1 0 0 263 253
D:\learningLibrary\Good\392.bmp 1 0 0 310 303
D:\learningLibrary\Good\393.bmp 1 0 0 257 175
D:\learningLibrary\Good\394.bmp 1 0 0 319 328
D:\learningLibrary\Good\395.bmp 1 0 0 264 308
D:\learningLibrary\Good\396.bmp 1 0 0 250 313
D:\learningLibrary\Good\397.bmp 1 0 0 240 262
D:\learningLibrary\Good\398.bmp 1 0 0 215 295
D:\learningLibrary\Good\399.bmp 1 0 0 203 309
D:\learningLibrary\Good\400.bmp 1 0 0 217 231
D:\learningLibrary\Good\401.bmp 1 0 0 265 258
D:\learningLibrary\Good\402.bmp 1 0 0 171 187
D:\learningLibrary\Good\403.bmp 1 0 0 123 147
D:\learningLibrary\Good\404.bmp 1 0 0 175 160
D:\learningLibrary\Good\405.bmp 1 0 0 120 111
D:\learningLibrary\Good\406.bmp 1 0 0 165 198
D:\learningLibrary\Good\407.bmp 1 0 0 218 213
D:\learningLibrary\Good\408.bmp 1 0 0 229 240
D:\learningLibrary\Good\409.bmp 1 0 0 296 330
D:\learningLibrary\Good\410.bmp 1 0 0 283 281
D:\learningLibrary\Good\411.bmp 1 0 0 165 195
D:\learningLibrary\Good\412.bmp 1 0 0 237 294
D:\learningLibrary\Good\413.bmp 1 0 0 274 278
D:\learningLibrary\Good\414.bmp 1 0 0 305 370
D:\learningLibrary\Good\415.bmp 1 0 0 357 336
D:\learningLibrary\Good\416.bmp 1 0 0 169 181
D:\learningLibrary\Good\417.bmp 1 0 0 163 173
D:\learningLibrary\Good\418.bmp 1 0 0 176 184
D:\learningLibrary\Good\419.bmp 1 0 0 164 181
D:\learningLibrary\Good\420.bmp 1 0 0 209 204
D:\learningLibrary\Good\421.bmp 1 0 0 162 180
D:\learningLibrary\Good\422.bmp 1 0 0 207 228
D:\learningLibrary\Good\423.bmp 1 0 0 256 286
D:\learningLibrary\Good\424.bmp 1 0 0 351 451
D:\learningLibrary\Good\425.bmp 1 0 0 342 357
D:\learningLibrary\Good\426.bmp 1 0 0 307 274
D:\learningLibrary\Good\427.bmp 1 0 0 316 318
D:\learningLibrary\Good\428.bmp 1 0 0 304 295
D:\learningLibrary\Good\429.bmp 1 0 0 326 324
D:\learningLibrary\Good\430.bmp 1 0 0 168 171
D:\learningLibrary\Good\431.bmp 1 0 0 186 182
D:\learningLibrary\Good\432.bmp 1 0 0 154 151
D:\learningLibrary\Good\433.bmp 1 0 0 171 168
D:\learningLibrary\Good\434.bmp 1 0 0 266 242
D:\learningLibrary\Good\435.bmp 1 0 0 192 188
D:\learningLibrary\Good\436.bmp 1 0 0 172 159
D:\learningLibrary\Good\437.bmp 1 0 0 390 355
D:\learningLibrary\Good\438.bmp 1 0 0 345 311
D:\learningLibrary\Good\439.bmp 1 0 0 334 299
D:\learningLibrary\Good\440.bmp 1 0 0 180 174
D:\learningLibrary\Good\441.bmp 1 0 0 422 348
D:\learningLibrary\Good\442.bmp 1 0 0 227 218
D:\learningLibrary\Good\443.bmp 1 0 0 406 356
D:\learningLibrary\Good\444.bmp 1 0 0 399 332
D:\learningLibrary\Good\445.bmp 1 0 0 245 273
D:\learningLibrary\Good\446.bmp 1 0 0 405 401
D:\learningLibrary\Good\447.bmp 1 0 0 399 361
D:\learningLibrary\Good\448.bmp 1 0 0 322 334
D:\learningLibrary\Good\449.bmp 1 0 0 208 221
D:\learningLibrary\Good\450.bmp 1 0 0 219  212 
D:\learningLibrary\Good\451.bmp 1 0 0 239 209
D:\learningLibrary\Good\452.bmp 1 0 0 250 208
D:\learningLibrary\Good\453.bmp 1 0 0 384 378
D:\learningLibrary\Good\454.bmp 1 0 0 356 334
D:\learningLibrary\Good\455.bmp 1 0 0 360 331
D:\learningLibrary\Good\456.bmp 1 0 0 295 308
D:\learningLibrary\Good\457.bmp 1 0 0 253 227
D:\learningLibrary\Good\458.bmp 1 0 0 295 243
D:\learningLibrary\Good\459.bmp 1 0 0 417 385
D:\learningLibrary\Good\460.bmp 1 0 0 261 243
D:\learningLibrary\Good\461.bmp 1 0 0 266 240
D:\learningLibrary\Good\462.bmp 1 0 0 393 385
D:\learningLibrary\Good\463.bmp 1 0 0 415 384
D:\learningLibrary\Good\464.bmp 1 0 0 244 228
D:\learningLibrary\Good\465.bmp 1 0 0 247 241
D:\learningLibrary\Good\466.bmp 1 0 0 248 219
D:\learningLibrary\Good\467.bmp 1 0 0 243 224
D:\learningLibrary\Good\468.bmp 1 0 0 285 236
D:\learningLibrary\Good\469.bmp 1 0 0 430 420
D:\learningLibrary\Good\470.bmp 1 0 0 242 201
D:\learningLibrary\Good\471.bmp 1 0 0 344 342
D:\learningLibrary\Good\472.bmp 1 0 0 202 157
D:\learningLibrary\Good\473.bmp 1 0 0 115 81
D:\learningLibrary\Good\474.bmp 1 0 0 177 151
D:\learningLibrary\Good\475.bmp 1 0 0 268 226
D:\learningLibrary\Good\476.bmp 1 0 0 193 196
D:\learningLibrary\Good\477.bmp 1 0 0 198 182
D:\learningLibrary\Good\478.bmp 1 0 0 125 153
D:\learningLibrary\Good\479.bmp 1 0 0 204 189
D:\learningLibrary\Good\480.bmp 1 0 0 183 206
D:\learningLibrary\Good\481.bmp 1 0 0 195 179
D:\learningLibrary\Good\482.bmp 1 0 0 199 218
